Billing document,Billing Type,Calendar Day,Material group,,Plant,,Sales Office,,Sold-to party,Billing Qty:Base UoM
5105009072,ZP06,20.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,2
5105009073,ZP06,20.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,29282,1
5105009074,ZP06,22.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,24580,3
5105009075,ZP06,22.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,1
5105009076,ZP06,22.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,2
5105009077,ZP06,22.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,2
5105009078,ZP06,23.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,3
5105009079,ZP06,23.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,24580,2
5105009080,ZP06,23.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,5
5105009081,ZP06,23.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,31249,11
5105009082,ZP06,23.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,31249,5
5105009083,ZP06,23.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30852,2
5105009084,ZP06,23.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,3
5105009085,ZP06,23.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23697,2
5105009086,ZP06,23.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,4
5105009087,ZP06,23.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,4
5105009088,ZP06,23.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,10
5105009089,ZP06,23.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,3
5105009090,ZP06,23.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,2
5105009091,ZP06,24.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27364,3
5105009092,ZP06,24.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23771,6
5105009093,ZP06,24.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,6
5105009094,ZP06,24.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,6
5105009095,ZP06,24.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,8
5105009096,ZP06,24.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,1.5
5105009097,ZP06,24.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,2
5105009098,ZP06,24.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,5
5105009099,ZP06,24.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,8.5
5105009100,ZP06,24.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,5
5105009101,ZP06,24.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,1.5
5105009102,ZP06,24.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,5
5105009103,ZP06,24.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009104,ZP06,24.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009105,ZP06,24.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009106,ZP06,24.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2.125
5105009107,ZP06,24.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,0.875
5105009108,ZP06,24.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,2
5105009109,ZP06,24.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,24580,3
5105009110,ZP06,25.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,1.5
5105009111,ZP06,25.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,4
5105009112,ZP06,25.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,31249,2.5
5105009113,ZP06,25.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,1
5105009114,ZP06,25.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,24580,3
5105009115,ZP06,25.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,2
5105009116,ZP06,25.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,1
5105009117,ZP06,25.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23771,5
5105009118,ZP06,25.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30852,2
5105009119,ZP06,27.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30035,2
5105009120,ZP06,27.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,2
5105009121,ZP06,27.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,3
5105009122,ZP06,29.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,5
5105009123,ZP06,29.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30852,3
5105009124,ZP06,29.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,1
5105009125,ZP06,29.01.2018,FG0001,HDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,10
5105009126,ZP06,29.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23697,2
5105009127,ZP06,30.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,2
5105009128,ZP06,30.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23809,5
5105009129,ZP06,30.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23809,5
5105009130,ZP06,30.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,2
5105009131,ZP06,30.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27364,3
5105009132,ZP06,30.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27364,2
5105009133,ZP06,30.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23771,4
5105009134,ZP06,30.01.2018,FG0002,HDPE - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,29595,0.5
5105009135,ZP06,30.01.2018,FG0001,HDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,5
5105009136,ZP06,30.01.2018,FG0001,HDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,2
5105009137,ZP06,30.01.2018,FG0001,HDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,3.5
5105009138,ZP06,30.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,6
5105009139,ZP06,30.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,2
5105009140,ZP06,30.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,7
5105009141,ZP06,30.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,3.5
5105009142,ZP06,30.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,5.5
5105009143,ZP06,30.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30852,2
5105009144,ZP06,30.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,0.5
5105009145,ZP06,30.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009146,ZP06,30.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009147,ZP06,30.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009148,ZP06,31.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,29282,5
5105009149,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,29282,2
5105009150,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,29282,2
5105009151,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,5
5105009152,ZP06,31.01.2018,FG0002,HDPE - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,29532,3
5105009153,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30554,5
5105009154,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30035,6
5105009155,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,4
5105009156,ZP06,31.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,4
5105009157,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,5
5105009158,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,10
5105009159,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30554,5
5105009160,ZP06,31.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,6
5105009161,ZP06,31.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23771,5
5105009162,ZP06,01.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,0.5
5105009163,ZP06,02.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,0.5
5105009164,ZP06,02.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,4
5105009165,ZP06,03.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30852,3
5105009166,ZP06,03.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,2
5105009167,ZP06,03.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,5
5105009168,ZP06,06.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,5
5105009169,ZP06,06.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,1
5105009170,ZP06,06.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,1
5105009171,ZP06,06.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,1
5105009172,ZP06,07.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,1
5105009173,ZP06,07.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,6
5105009174,ZP06,07.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23602,3
5105009175,ZP06,08.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,31815,1
5105009176,ZP06,08.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,1
5105009177,ZP06,09.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23809,5
5105009178,ZP06,09.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23809,5
5105009179,ZP06,09.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,4
5105009180,ZP06,09.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,2
5105009181,ZP06,09.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23697,2
5105009182,ZP06,09.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,31249,2.5
5105009183,ZP06,09.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,1.5
5105009184,ZP06,10.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009185,ZP06,10.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,2
5105009186,ZP06,10.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,3.5
5105009187,ZP06,10.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,3.5
5105009188,ZP06,10.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30852,2
5105009189,ZP06,10.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009190,ZP06,12.02.2018,FG0002,HDPE - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,29595,0.5
5105009191,ZP06,12.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,1
5105009192,ZP06,13.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23697,2.95
5105009193,ZP06,13.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23697,1.05
5105009194,ZP06,13.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009195,ZP06,13.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,1
5105009196,ZP06,13.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,2
5105009197,ZP06,13.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,24580,3
5105009198,ZP06,13.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,4
5105009199,ZP06,13.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,6
5105009200,ZP06,13.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,1.5
5105009201,ZP06,13.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23809,5
5105009202,ZP06,14.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,2
5105009203,ZP06,14.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,2
5105009204,ZP06,14.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009205,ZP06,14.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,1
5105009206,ZP06,15.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,2
5105009207,ZP06,15.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,2
5105009208,ZP06,15.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,2
5105009209,ZP06,15.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,1
5105009210,ZP06,15.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,29282,2.5
5105009211,ZP06,16.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,6
5105009212,ZP06,16.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30852,2
5105009213,ZP06,17.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,4
5105009214,ZP06,17.02.2018,FG0001,HDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,5
5105009215,ZP06,17.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27364,4.5
5105009216,ZP06,17.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,6
5105009217,ZP06,19.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,3
5105009218,ZP06,19.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,5
5105009219,ZP06,19.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,1
5105009220,ZP06,19.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,5
5105009221,ZP06,19.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,5
5105009222,ZP06,19.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,2
5105009223,ZP06,19.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,2
5105009224,ZP06,19.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23697,3
5105009225,ZP06,19.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,1
5105009226,ZP06,20.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30852,2
5105009227,ZP06,20.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009228,ZP06,20.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,4
5105009229,ZP06,20.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,31815,1
5105009230,ZP06,20.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30035,2
5105009231,ZP06,20.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,5
5105009232,ZP06,20.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,1
5105009233,ZP06,21.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,7
5105009234,ZP06,21.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23809,4
5105009235,ZP06,21.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,1
5105009236,ZP06,22.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,24580,5
5105009237,ZP06,22.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,6
5105009238,ZP06,22.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,5
5105009239,ZP06,22.02.2018,FG0001,HDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,5
5105009240,ZP06,22.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,3.675
5105009241,ZP06,22.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,0.325
5105009242,ZP06,22.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,31249,10
5105009243,ZP06,22.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,29282,4
5105009244,ZP06,22.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,29282,2
5105009245,ZP06,22.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,29282,10
5105009246,ZP06,22.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,1
5105009247,ZP06,23.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,3
5105009248,ZP06,23.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23697,1
5105009249,ZP06,23.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,1
5105009250,ZP06,23.02.2018,FG0001,HDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25135,2
5105009251,ZP06,24.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009252,ZP06,24.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009253,ZP06,24.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009254,ZP06,24.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,5
5105009255,ZP06,24.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,5
5105009256,ZP06,24.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30852,2
5105009257,ZP06,24.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,2
5105009258,ZP06,26.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,24580,3
5105009259,ZP06,26.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23809,1
5105009260,ZP06,26.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,24580,3
5105009261,ZP06,26.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,5
5105009262,ZP06,26.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,1
5105009263,ZP06,26.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,2
5105009264,ZP06,26.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009265,ZP06,27.02.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,2
5105009266,ZP06,27.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23809,4
5105009267,ZP06,27.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23809,4
5105009268,ZP06,27.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,1
5105009269,ZP06,27.02.2018,FG0001,HDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,3
5105009270,ZP06,27.02.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,6
5105009271,ZP06,27.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,11
5105009272,ZP06,27.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,0.775
5105009273,ZP06,27.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,1.225
5105009274,ZP06,27.02.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
