Billing document,Billing Type,Calendar Day,Material group,,Plant,,Sales Office,,Sold-to party,Billing Qty:Base UoM
5104006548,ZP06,29.01.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,26455,10
5104006549,ZP06,31.01.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,30967,4
5104006550,ZP06,31.01.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22694,2
5104006551,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,26478,2
5104006552,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32059,0.95
5104006553,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32059,1.5
5104006554,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32059,0.5
5104006555,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32059,5
5104006556,ZP06,31.01.2018,FG0014,HDPE 2 - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22656,2
5104006557,ZP06,31.01.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29184,3
5104006558,ZP06,31.01.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29184,2
5104006559,ZP06,31.01.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29184,4
5104006560,ZP06,31.01.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29757,0.1
5104006561,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29757,4
5104006562,ZP06,31.01.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29876,0.6
5104006563,ZP06,31.01.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29385,2
5104006564,ZP06,31.01.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,30967,1.5
5104006565,ZP06,31.01.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,25829,5
5104006566,ZP06,31.01.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29983,1
5104006567,ZP06,31.01.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22694,2
5104006568,ZP06,31.01.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22694,0.5
5104006569,ZP06,31.01.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29184,0.4
5104006570,ZP06,31.01.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29184,0.6
5104006571,ZP06,31.01.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,30374,7.775
5104006572,ZP06,31.01.2018,FG0014,HDPE 2 - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,30374,0.5
5104006573,ZP06,31.01.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22694,2.2
5104006574,ZP06,31.01.2018,FG0014,HDPE 2 - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29870,6.55
5104006575,ZP06,31.01.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29870,2
5104006576,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29385,2
5104006577,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29983,2
5104006578,ZP06,31.01.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22694,1.2
5104006579,ZP06,31.01.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29385,5
5104006580,ZP06,31.01.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29385,1.5
5104006581,ZP06,31.01.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29797,4
5104006582,ZP06,31.01.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,28843,1.5
5104006583,ZP06,03.02.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,31920,1.5
5104006584,ZP06,03.02.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,31806,2
5104006585,ZP06,05.02.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22750,5
5104006586,ZP06,05.02.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,31806,5
5104006587,ZP06,05.02.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32097,1
5104006588,ZP06,07.02.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,31806,10
5104006589,ZP06,08.02.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29018,4
5104006590,ZP06,09.02.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,30374,2
5104006591,ZP06,09.02.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,30374,2
5104006592,ZP06,12.02.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29338,2
5104006593,ZP06,12.02.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,30374,1
5104006594,ZP06,19.02.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22694,5
5104006595,ZP06,20.02.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22694,1
5104006596,ZP06,20.02.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22694,9
5104006597,ZP06,21.02.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,30967,4
5104006598,ZP06,21.02.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22695,1.5
5104006599,ZP06,21.02.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22695,0.5
5104006600,ZP06,21.02.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,27332,1.5
5104006601,ZP06,21.02.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,27332,0.5
5104006602,ZP06,21.02.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22764,1.5
5104006603,ZP06,21.02.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,28843,2
5104006604,ZP06,21.02.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29877,2
5104006605,ZP06,21.02.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29876,0.6
5104006606,ZP06,21.02.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29876,0.5
5104006607,ZP06,21.02.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32097,10
5104006608,ZP06,21.02.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,26478,2
5104006609,ZP06,21.02.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,26478,0.125
5104006610,ZP06,22.02.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,25811,7
5104006611,ZP06,23.02.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,26455,0.2
5104006612,ZP06,23.02.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,26455,1.8
5104006613,ZP06,24.02.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,30374,1
5104006614,ZP06,24.02.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22694,1
5104006615,ZP06,26.02.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29797,2.2
5104006616,ZP06,26.02.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29797,2.8
5104006617,ZP06,26.02.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29797,0.025
5104006618,ZP06,26.02.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29797,4.975
5104006619,ZP06,27.02.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,30967,2
5104006620,ZP06,27.02.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,31806,5
5104006621,ZP06,28.02.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,31806,5
5104006622,ZP06,28.02.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29184,3
5104006623,ZP06,28.02.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29385,5.6
5104006624,ZP06,28.02.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29385,0.5
5104006625,ZP06,28.02.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29385,1
5104006626,ZP06,28.02.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29385,2
5104006627,ZP06,28.02.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29384,2
5104006628,ZP06,28.02.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,30374,1.325
5104006634,ZP06,05.03.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29452,0.3
5104006635,ZP06,07.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32059,4
5104006636,ZP06,07.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,31806,2
5104006637,ZP06,07.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,31806,0.5
5104006638,ZP06,07.03.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22695,1.5
5104006639,ZP06,07.03.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22673,1.5
5104006640,ZP06,07.03.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29877,2
5104006641,ZP06,07.03.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,27332,1.5
5104006642,ZP06,08.03.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,30967,2
5104006643,ZP06,10.03.2018,FG0014,HDPE 2 - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22694,1
5104006644,ZP06,14.03.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22875,0.5
5104006645,ZP06,14.03.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22875,0.25
5104006646,ZP06,14.03.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,30967,2
5104006647,ZP06,14.03.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29549,1
5104006648,ZP06,14.03.2018,FG0014,HDPE 2 - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29982,1
5104006649,ZP06,15.03.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22673,1.5
5104006650,ZP06,15.03.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29452,1
5104006651,ZP06,15.03.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,28686,4.2
5104006652,ZP06,15.03.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,28686,5.8
5104006653,ZP06,16.03.2018,FG0001,HDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,31806,1.35
5104006654,ZP06,16.03.2018,FG0003,LLDPE - GLENE,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29797,4.6
5104006655,ZP06,16.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29797,5.4
5104006656,ZP06,19.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32097,14.925
5104006657,ZP06,19.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32097,1.075
5104006658,ZP06,19.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32059,7
5104006659,ZP06,20.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,31806,0.075
5104006660,ZP06,20.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,31806,2.425
5104006661,ZP06,21.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32097,5
5104006662,ZP06,23.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,31806,5
5104006663,ZP06,23.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,31810,2
5104006664,ZP06,27.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32097,4.2
5104006665,ZP06,27.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32097,2.375
5104006666,ZP06,27.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32097,9.425
5104006667,ZP06,28.03.2018,FG0002,HDPE - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29877,1.5
5104006668,ZP06,28.03.2018,FG0014,HDPE 2 - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22694,1
5104006669,ZP06,28.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32059,1.075
5104006670,ZP06,28.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32059,1.925
5104006671,ZP06,28.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,31806,3
5104006672,ZP06,30.03.2018,FG0014,HDPE 2 - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29385,0.5
5104006673,ZP06,30.03.2018,FG0014,HDPE 2 - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29385,2.5
5104006674,ZP06,30.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29384,3.525
5104006675,ZP06,31.03.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29797,5.6
5104006676,ZP06,31.03.2018,FG0014,HDPE 2 - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22755,2
5104006677,ZP06,31.03.2018,FG0014,HDPE 2 - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22756,2
5104006678,ZP06,31.03.2018,FG0014,HDPE 2 - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29184,4
5104006679,ZP06,31.03.2018,FG0014,HDPE 2 - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29385,2
5104006680,ZP06,31.03.2018,FG0014,HDPE 2 - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,29870,2.5
5104006681,ZP06,04.04.2018,FG0014,HDPE 2 - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,30374,5
5104006682,ZP06,05.04.2018,FG0014,HDPE 2 - GLEX,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,22694,3
5104006683,ZP06,05.04.2018,FG0023,LLDPE U PC-II,5104,Climax Synthatic Pvt,2100,AHMEDABAD ZNL Office,32097,5
5105009008,ZP06,01.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23602,2
5105009009,ZP06,02.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,1
5105009010,ZP06,03.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30852,4
5105009011,ZP06,03.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23697,3
5105009012,ZP06,05.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,6
5105009013,ZP06,05.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,6
5105009014,ZP06,05.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,2
5105009015,ZP06,05.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,6
5105009016,ZP06,05.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,2
5105009017,ZP06,06.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,24580,3
5105009018,ZP06,06.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,1
5105009019,ZP06,06.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23771,0.5
5105009020,ZP06,08.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,1
5105009021,ZP06,08.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23697,3
5105009022,ZP06,08.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009023,ZP06,08.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,1
5105009024,ZP06,08.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009025,ZP06,08.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009026,ZP06,08.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,1
5105009027,ZP06,09.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,2
5105009028,ZP06,09.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,2
5105009029,ZP06,09.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,24580,3
5105009030,ZP06,09.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,24580,2
5105009031,ZP06,09.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,10
5105009032,ZP06,10.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,1
5105009033,ZP06,10.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,1
5105009034,ZP06,10.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,1
5105009035,ZP06,10.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,5
5105009036,ZP06,10.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,2
5105009037,ZP06,11.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,5
5105009038,ZP06,11.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23809,8
5105009039,ZP06,12.01.2018,FG0002,HDPE - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,3
5105009040,ZP06,12.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,1
5105009041,ZP06,12.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,3
5105009042,ZP06,12.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,0.5
5105009043,ZP06,12.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,1
5105009044,ZP06,12.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009045,ZP06,12.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,1
5105009046,ZP06,17.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,30406,1
5105009047,ZP06,17.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,24580,2
5105009048,ZP06,17.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,24580,1
5105009049,ZP06,17.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23809,5
5105009050,ZP06,17.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,4
5105009051,ZP06,17.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,2
5105009052,ZP06,17.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,3
5105009053,ZP06,17.01.2018,FG0002,HDPE - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23771,1
5105009054,ZP06,18.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,1.5
5105009055,ZP06,18.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,29282,10
5105009056,ZP06,18.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27364,5
5105009057,ZP06,18.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23697,4
5105009058,ZP06,18.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23602,2
5105009059,ZP06,18.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23602,2
5105009060,ZP06,18.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23763,5
5105009061,ZP06,18.01.2018,FG0014,HDPE 2 - GLEX,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,25669,5
5105009062,ZP06,18.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27229,1.5
5105009063,ZP06,19.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23809,2
5105009064,ZP06,19.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,23809,3
5105009065,ZP06,19.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27098,1
5105009066,ZP06,19.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,28631,1
5105009067,ZP06,19.01.2018,FG0023,LLDPE U PC-II,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,6
5105009068,ZP06,19.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27112,6
5105009069,ZP06,19.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009070,ZP06,19.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
5105009071,ZP06,19.01.2018,FG0003,LLDPE - GLENE,5105,Earnest Polymers (P),4000,CHENNAI Zonal Office,27227,2
