"Material.group","Plant","Sales.Office","Billing.Qty.Base.UoM","Lower_Predicted_Value","Higher_Predicted_Value","Date"
"FG0003",5115,"2000",1.1,-26646.8652255088,-26913.3338777639,2018-01-17
"FG0014",5115,"2000",3,174823.530598849,176571.765904838,2018-01-17
"FG0014",5115,"2000",3.025,177418.526121438,179192.711382652,2018-01-17
"FG0014",5115,"2000",1.975,68428.7141731381,69113.0013148695,2018-01-17
"FG0003",5115,"2000",6,481807.376721397,486625.450488611,2018-01-18
"FG0003",5115,"2000",5,377842.675339743,381621.102093141,2018-01-19
"FG0014",5115,"2000",2,70693.9487387091,71400.8882260962,2018-01-19
"FG0014",5115,"2000",3,174493.769641846,176238.707338265,2018-01-19
"FG0003",5115,"2000",0.5,-89256.5187243968,-90149.0839116408,2018-01-19
"FG0001",5115,"2000",2,51582.1040437073,52097.9250841443,2018-01-19
"FG0023",5115,"2000",2,70674.0323471129,71380.772670584,2018-01-19
"FG0023",5115,"2000",6,485708.435481191,490565.519836003,2018-01-20
"FG0003",5115,"2000",5,377348.03390424,381121.514243282,2018-01-22
"FG0003",5115,"2000",3.025,172343.387620538,174066.821496744,2018-01-22
"FG0023",5115,"2000",0.975,-36215.4255141169,-36577.5797692581,2018-01-22
"FG0003",5115,"2000",4,273548.213001102,276283.695131113,2018-01-22
"FG0003",5115,"2000",5,377183.153425738,380954.984959996,2018-01-23
"FG0003",5115,"2000",2,65783.6907163113,66441.5276234745,2018-01-23
"FG0014",5115,"2000",2,70034.4268247038,70734.7710929508,2018-01-23
"FG0014",5115,"2000",0.875,-46740.3716913313,-47207.7754082446,2018-01-23
"FG0014",5115,"2000",2.125,83009.4044376016,83839.4984819776,2018-01-23
"FG0002",5115,"2000",3.225,197728.056969076,199705.337538767,2018-01-23
"FG0014",5115,"2000",8,692668.471765071,699595.156482722,2018-01-24
"FG0014",5115,"2000",0.025,-135135.099937513,-136486.450936889,2018-01-24
"FG0001",5115,"2000",3.95,253167.352412328,255699.025936451,2018-01-24
"FG0022",5115,"2000",11.5,984988.085363865,994837.966217504,2018-01-24
"FG0022",5115,"2000",4.4,248009.356951535,250489.45052105,2018-01-24
"FG0003",5115,"2000",2,65618.81023781,66274.9983401881,2018-01-24
"FG0003",5115,"2000",2,65618.81023781,66274.9983401881,2018-01-24
"FG0023",5115,"2000",2,69849.6299546063,70548.1262541524,2018-01-24
"FG0003",5115,"2000",3.5,221153.661114022,223365.197725162,2018-01-25
"FG0003",5115,"2000",0.4,-100625.783685729,-101632.041522586,2018-01-25
"FG0002",5115,"2000",4.775,358288.018411949,361870.898596069,2018-01-25
"FG0002",5115,"2000",8,693042.440824598,699972.865232844,2018-01-25
"FG0003",5115,"2000",4,272394.049651593,275117.990148109,2018-01-29
"FG0003",5115,"2000",5,376193.87055473,379955.809260278,2018-01-29
"FG0023",5115,"2000",2,68860.3470835984,69548.9505544344,2018-01-30
"FG0014",5115,"2000",8,691514.308415577,698429.451499733,2018-01-31
"FG0003",5115,"2000",1,-39335.1740148365,-39728.5257549849,2018-01-31
"FG0014",5115,"2000",4,276315.024802998,279078.175051028,2018-01-31
"FG0023",5115,"2000",6,483894.750217691,488733.697719868,2018-01-31
"FG0023",5115,"2000",5,380094.929314539,383895.878607684,2018-01-31
"FG0014",5115,"2000",0.25,-112934.303583801,-114063.646619639,2018-01-31
"FG0003",5115,"2000",6,479663.930500895,484460.569805904,2018-01-31
"FG0003",5115,"2000",2,64464.6468883157,65109.2933571988,2018-01-31
"FG0003",5115,"2000",1.5,12564.7364367396,12690.383801107,2018-01-31
"FG0003",5115,"2000",0.5,-91235.0844663978,-92147.4353110617,2018-01-31
"FG0023",5115,"2000",0.5,-87004.2647496015,-87874.3073970975,2018-01-31
"FG0003",5115,"2000",3.25,194214.423017249,196156.567247421,2018-01-31
"FG0003",5115,"2000",2.375,103389.579726994,104423.475524264,2018-01-31
"FG0003",5115,"2000",2.625,129339.534952775,130632.930302302,2018-01-31
"FG0014",5115,"2000",8,691514.308415577,698429.451499733,2018-01-31
"FG0002",5115,"2000",3.225,196409.013141081,198373.103272492,2018-01-31
"FG0014",5115,"2000",5,380114.845706135,383915.994163196,2018-01-31
"FG0001",5115,"2000",1.95,47000.3878692091,47470.3917479011,2018-02-02
"FG0001",5115,"2000",0.05,-150219.271846756,-151721.464565224,2018-02-02
"FG0014",5115,"2000",0.625,-71917.1715679616,-72636.3432836412,2018-02-05
"FG0003",5115,"2000",6,481756.129678056,486573.690974836,2018-02-05
"FG0014",5115,"2000",5,382207.044883296,386029.115332129,2018-02-05
"FG0003",5115,"2000",3,170191.786490113,171893.704355014,2018-02-06
"FG0002",5115,"2000",1.775,47826.5915301889,48304.8574454908,2018-02-06
"FG0023",5115,"2000",0.75,-59456.751782164,-60051.3192999856,2018-02-08
"FG0023",5115,"2000",0.525,-82811.711485371,-83639.8286002247,2018-02-08
"FG0023",5115,"2000",0.725,-62051.7473047376,-62672.2647777849,2018-02-08
"FG0003",5115,"2000",2,65897.3241514713,66556.297392986,2018-02-09
"FG0023",5115,"2000",6,485327.427480847,490180.701755655,2018-02-09
"FG0002",5115,"2000",0.05,-131722.740963235,-133039.968372868,2018-02-09
"FG0003",5115,"2000",3.375,208622.077893287,210708.29867222,2018-02-09
"FG0023",5115,"2000",1.625,31203.2110295892,31515.2431398851,2018-02-09
"FG0014",5115,"2000",2,70148.0602598637,70849.5408624624,2018-02-09
"FG0014",5115,"2000",4,277747.702066153,280525.179086815,2018-02-09
"FG0003",5115,"2000",2,65732.4436729699,66389.7681096996,2018-02-10
"FG0003",5115,"2000",4,273332.085479259,276065.406334052,2018-02-10
"FG0003",5115,"2000",1.5,13337.8917859048,13471.2707037638,2018-02-13
"FG0003",5115,"2000",5,376637.264946908,380403.637596377,2018-02-13
"FG0014",5115,"2000",0.25,-112161.148234636,-113282.759716982,2018-02-13
"FG0003",5115,"2000",4,272837.44404377,275565.818484208,2018-02-13
"FG0003",5115,"2000",1.5,13337.8917859048,13471.2707037638,2018-02-13
"FG0003",5115,"2000",4,272507.683086768,275232.759917635,2018-02-15
"FG0003",5115,"2000",4,272177.922129765,274899.701351063,2018-02-17
"FG0014",5115,"2000",5,380228.479141295,384030.763932708,2018-02-17
"FG0003",5115,"2000",3,168378.101226613,170061.882238879,2018-02-17
"FG0023",5115,"2000",2.05,73999.091085434,74739.0819962883,2018-02-17
"FG0001",5115,"2000",2,49717.1717368662,50214.3434542349,2018-02-17
"FG0001",5115,"2000",0.025,-155287.47454685,-156840.349292318,2018-02-17
"FG0014",5115,"2000",3,172628.837335005,174355.125708355,2018-02-17
"FG0003",5115,"2000",4,272177.922129765,274899.701351063,2018-02-17
"FG0023",5115,"2000",3,172279.159986407,174001.951586271,2018-02-19
"FG0003",5115,"2000",2,63918.7584094703,64557.945993565,2018-02-21
"FG0014",5115,"2000",2.5,120069.404969439,121270.099019133,2018-02-21
"FG0023",5115,"2000",3,171949.399029404,173668.893019698,2018-02-21
"FG0014",5115,"2000",0.25,-113480.192062646,-114614.993983273,2018-02-21
"FG0023",5115,"2000",1.5,15425.2652821839,15579.5179350057,2018-02-26
"FG0014",5115,"2000",8,690144.017544225,697045.457719667,2018-02-26
"FG0014",5115,"2000",8,690144.017544225,697045.457719667,2018-02-26
"FG0014",5115,"2000",8,690144.017544225,697045.457719667,2018-02-26
"FG0014",5115,"2000",8,689979.137065724,696878.928436381,2018-02-27
"FG0014",5115,"2000",8,689979.137065724,696878.928436381,2018-02-27
"FG0003",5115,"2000",3,166564.415963098,168230.060122729,2018-02-28
"FG0003",5115,"2000",2,64362.1528016329,65005.7743296492,2018-03-05
"FG0003",5115,"2000",3,168161.97370477,169843.593441818,2018-03-05
"FG0002",5115,"2000",1.5,17086.9475179762,17257.8169931559,2018-03-06
"FG0014",5115,"2000",3,172247.829334661,173970.307628008,2018-03-06
"FG0003",5115,"2000",4,271632.03365092,274348.353987429,2018-03-07
"FG0023",5115,"2000",2.5,119833.361056,121031.69466656,2018-03-09
"FG0003",5115,"2000",3,167502.451790765,169177.476308673,2018-03-09
"FG0003",5115,"2000",4,271302.272693917,274015.295420856,2018-03-09
"FG0001",5115,"2000",0.025,-156328.004461199,-157891.284505811,2018-03-10
"FG0001",5115,"2000",0.275,-130378.049235404,-131681.829727758,2018-03-10
"FG0014",5115,"2000",3,170763.905028164,172471.544078446,2018-03-15
"FG0014",5115,"2000",7,585963.188640743,591822.820527151,2018-03-15
"FG0002",5115,"2000",1.675,33767.991869539,34105.6717882344,2018-03-15
"FG0002",5115,"2000",6.325,516437.159069151,521601.530659842,2018-03-15
"FG0003",5115,"2000",5,374112.810726061,377853.938833322,2018-03-15
"FG0002",5115,"2000",1,-36296.8872400969,-36659.8561124979,2018-03-15
"FG0002",5115,"2000",0.525,-85601.8021690845,-86457.8201907754,2018-03-15
"FG0002",5115,"2000",0.475,-90791.7932142466,-91699.7111463891,2018-03-15
"FG0003",5115,"2000",6.5,529482.781123772,534777.60893501,2018-03-17
"FG0003",5115,"2000",5.5,425682.960220635,429939.789822841,2018-03-17
"FG0003",5115,"2000",1.5,10483.6766080558,10588.5133741364,2018-03-17
"FG0003",5115,"2000",1,-41416.2338435203,-41830.3961819555,2018-03-17
"FG0003",5115,"2000",5,373783.049769059,377520.880266749,2018-03-17
"FG0003",5115,"2000",3,166183.407962769,167845.242042397,2018-03-17
"FG0014",5115,"2000",2,66634.3231680244,67300.6663997047,2018-03-17
"FG0014",5115,"2000",0.25,-115015.363412485,-116165.517046609,2018-03-17
"FG0014",5115,"2000",4,274233.964974314,276976.304624057,2018-03-17
"FG0003",5115,"2000",1,-41745.9948005229,-42163.4547485282,2018-03-19
"FG0001",5115,"2000",3.725,226082.528095439,228343.353376393,2018-03-20
"FG0023",5115,"2000",8,688753.810281292,695641.348384105,2018-03-21
"FG0003",5115,"2000",1,-42075.7557575256,-42496.5133151008,2018-03-21
"FG0003",5115,"2000",1,-42075.7557575256,-42496.5133151008,2018-03-21
"FG0003",5115,"2000",5,372958.647376552,376688.233850318,2018-03-22
"FG0003",5115,"2000",0.5,-94140.5466875881,-95081.952154464,2018-03-22
"FG0002",5115,"2000",1,-37615.9310681075,-37992.0903787886,2018-03-23
"FG0003",5115,"2000",3,164699.483656257,166346.47849282,2018-03-26
"FG0003",5115,"2000",5,372299.125462547,376022.116717172,2018-03-26
"FG0003",5115,"2000",2,60899.6627531201,61508.6593806513,2018-03-26
"FG0003",5115,"2000",3,164699.483656257,166346.47849282,2018-03-26
"FG0023",5115,"2000",0.5,-90569.2488847971,-91474.9413736451,2018-03-26
"FG0003",5115,"2000",3,164699.483656257,166346.47849282,2018-03-26
"FG0003",5115,"2000",1.95,55215.030272454,55767.1805751786,2018-03-29
"FG0003",5115,"2000",1,-43394.7995855361,-43828.7475813915,2018-03-29
"FG0003",5115,"2000",2.05,65595.0123627782,66250.962486406,2018-03-29
"FG0003",5115,"2000",2.5,112304.931769192,113427.981086884,2018-03-29
"FG0003",5115,"2000",2.25,86354.9765433967,87218.5263088307,2018-03-29
"FG0003",5115,"2000",3.575,223889.739240065,226128.636632466,2018-03-29
"FG0014",5115,"2000",0.25,-116993.9291545,-118163.868446045,2018-03-29
"FG0003",5115,"2000",2,60405.0213176161,61009.0715307923,2018-03-29
"FG0022",5115,"2000",0.2,-193163.679761857,-195095.316559475,2018-03-29
"FG0014",5115,"2000",2,64655.7574260086,65302.3150002687,2018-03-29
"FG0014",5115,"2000",10,895054.324651152,904004.867897663,2018-03-29
"FG0003",5115,"2000",2.375,99000.1931993067,99990.1951312998,2018-03-31
"FG0002",5115,"2000",1.625,25939.9131683707,26199.3123000544,2018-03-31
"FG0003",5115,"2000",0.05,-142334.390400499,-143757.734304504,2018-03-31
"FG0023",5115,"2000",1.4,2026.18753553927,2046.44941089466,2018-03-31
"FG0023",5115,"2000",6,479505.363690004,484300.417326904,2018-03-31
"FG0003",5115,"2000",3,163875.081263766,165513.832076403,2018-03-31
"FG0023",5115,"2000",1.8,43546.1158967912,43981.5770557591,2018-03-31
"FG0014",5115,"2000",1.5,12426.0860174447,12550.3468776192,2018-03-31
"FG0003",5115,"2000",7.3,610214.311147287,616316.45425876,2018-03-31
"FG0003",5115,"2000",0.7,-74864.5068134665,-75613.1518816012,2018-03-31
"FG0014",5115,"2000",7,585747.061118901,591604.53173009,2018-04-03
"FG0014",5115,"2000",1,-37051.8642999679,-37422.3829429676,2018-04-03
"FG0003",5115,"2000",2,62497.2204947919,63122.1926997398,2018-04-03
"FG0001",5115,"2000",2,47141.4704726785,47612.8851774053,2018-04-06
"FG0014",5115,"2000",3.875,260877.979361072,263486.759154683,2018-04-06
"FG0001",5115,"2000",4,254741.112278968,257288.523401758,2018-04-06
"FG0002",5115,"2000",8,689426.209646076,696320.471742537,2018-04-07
"FG0002",5115,"2000",4,274226.926033497,276969.195293832,2018-04-07
"FG0001",5115,"2000",2,46976.5899941772,47446.355894119,2018-04-07
"FG0003",5115,"2000",4.05,274627.331432223,277373.604746546,2018-04-07
"FG0002",5116,"1000",20,1960405.46886924,1980009.52355793,2018-01-10
"FG0002",5116,"1000",14,1337606.54345037,1350982.60888487,2018-01-10
"FG0002",5116,"1000",2,92008.692612648,92928.7795387745,2018-01-10
"FG0002",5116,"1000",1,-11791.1282905042,-11909.0395734093,2018-01-10
"FG0023",5116,"1000",10,920694.330558673,929901.273864259,2018-01-17
"FG0023",5116,"1000",10,920694.330558673,929901.273864259,2018-01-17
"FG0023",5116,"1000",27,2685291.28591213,2712144.19877125,2018-01-17
"FG0003",5116,"1000",1,-17734.8772864193,-17912.2260592835,2018-01-17
"FG0003",5116,"1000",5,397464.40632616,401439.050389421,2018-01-17
"FG0003",5116,"1000",15,1435462.61535761,1449817.24151118,2018-01-17
"FG0003",5116,"1000",20,1954461.71987332,1974006.33707206,2018-01-17
"FG0003",5116,"1000",0.5,-69634.7877379805,-70331.1356153603,2018-01-17
"FG0003",5116,"1000",8.5,760763.779487163,768371.417282034,2018-01-17
"FG0023",5116,"1000",20,1956713.9738481,1976281.11358659,2018-01-29
"FG0023",5116,"1000",15,1437714.86933239,1452092.01802571,2018-01-29
"FG0023",5116,"1000",15,1437714.86933239,1452092.01802571,2018-01-29
"FG0023",5116,"1000",5,399716.66030094,403713.82690395,2018-01-29
"FG0023",5116,"1000",20,1956713.9738481,1976281.11358659,2018-01-29
"FG0023",5116,"1000",15,1437549.98885389,1451925.48874243,2018-01-30
"FG0023",5116,"1000",15,1437549.98885389,1451925.48874243,2018-01-30
"FG0023",5116,"1000",1,-15647.5037901402,-15803.9788280416,2018-01-30
"FG0023",5116,"1000",2,88152.3171130121,89033.8402841422,2018-01-30
"FG0023",5116,"1000",9.5,866650.973886594,875317.48362546,2018-01-30
"FG0023",5116,"1000",7.5,659051.332080305,665641.845401108,2018-01-30
"FG0023",5116,"1000",3,191787.257537663,193705.13011304,2018-01-31
"FG0023",5116,"1000",2,87987.4366345257,88867.3110008709,2018-01-31
"FG0023",5116,"1000",18,1748784.57108483,1766272.41679568,2018-01-31
"FG0023",5116,"1000",21,2060184.03379425,2080785.8741322,2018-01-31
"FG0023",5116,"1000",25,2475383.31740683,2500137.1505809,2018-01-31
"FG0023",5116,"1000",20,1956384.21289112,1975948.05502003,2018-01-31
"FG0023",5116,"1000",16,1541184.92927854,1556596.77857132,2018-01-31
"FG0023",5116,"1000",10,918386.003859669,927569.863898266,2018-01-31
"FG0023",5116,"1000",18,1748784.57108483,1766272.41679568,2018-01-31
"FG0023",5116,"1000",3,191787.257537663,193705.13011304,2018-01-31
"FG0023",5116,"1000",21,2060184.03379425,2080785.8741322,2018-01-31
"FG0023",5116,"1000",16,1541184.92927854,1556596.77857132,2018-01-31
"FG0023",5116,"1000",15,1437385.1083754,1451758.95945915,2018-01-31
"FG0023",5116,"1000",8,710786.362053394,717894.225673928,2018-01-31
"FG0023",5116,"1000",8,710786.362053394,717894.225673928,2018-01-31
"FG0001",5116,"1000",10,901386.274733424,910400.137480758,2018-02-05
"FG0001",5116,"1000",10,901386.274733424,910400.137480758,2018-02-05
"FG0001",5116,"1000",2,70987.7075082809,71697.5845833637,2018-02-05
"FG0001",5116,"1000",1,-32812.1133948714,-33140.2345288201,2018-02-05
"FG0001",5116,"1000",5,382387.170217708,386211.041919885,2018-02-05
"FG0001",5116,"1000",5,382387.170217708,386211.041919885,2018-02-05
"FG0001",5116,"1000",5,382387.170217708,386211.041919885,2018-02-05
"FG0001",5116,"1000",5,382387.170217708,386211.041919885,2018-02-05
"FG0001",5116,"1000",0.375,-99170.9257658273,-100162.635023486,2018-02-14
"FG0001",5116,"1000",5,380903.245911211,384712.278370323,2018-02-14
"FG0001",5116,"1000",16,1522701.2758458,1537928.28860425,2018-02-14
"FG0001",5116,"1000",29,2872098.94758667,2900819.93706254,2018-02-14
"FG0001",5116,"1000",10,899902.350426927,908901.373931197,2018-02-14
"FG0001",5116,"1000",16.725,1597956.14600058,1613935.70746058,2018-02-14
"FG0001",5116,"1000",25,2456899.66397409,2481468.66061383,2018-02-14
"FG0001",5116,"1000",20,1937900.55945837,1957279.56505296,2018-02-14
"FG0001",5116,"1000",20,1937900.55945837,1957279.56505296,2018-02-14
"FG0001",5116,"1000",3.275,201848.55485329,203867.040401823,2018-02-14
"FG0001",5116,"1000",9.625,860977.417588249,869587.191764131,2018-02-14
"FG0001",5116,"1000",12,1107501.99223322,1118577.01215555,2018-02-14
"FG0023",5116,"1000",5,395492.154251754,399447.075794272,2018-03-28
"FG0023",5116,"1000",35,3509321.90086757,3544415.11987624,2018-03-29
"FG0023",5116,"1000",5,395327.273773253,399280.546510985,2018-03-29
"FG0023",5116,"1000",20,1952324.58732042,1971847.83319362,2018-03-29
"FG0023",5116,"1000",20,1952324.58732042,1971847.83319362,2018-03-29
"FG0023",5116,"1000",16,1536795.54275085,1552163.49817836,2018-03-31
"FG0023",5116,"1000",15,1432995.72184771,1447325.67906619,2018-03-31
"FG0023",5116,"1000",15,1432995.72184771,1447325.67906619,2018-03-31
"FG0023",5116,"1000",16,1536795.54275085,1552163.49817836,2018-03-31
"FG0023",5116,"1000",16,1536795.54275085,1552163.49817836,2018-03-31
"FG0023",5116,"1000",21,2055794.64726657,2076352.59373923,2018-03-31
"FG0023",5116,"1000",11,1017796.43823513,1027974.40261749,2018-03-31
"FG0023",5116,"1000",16,1536795.54275085,1552163.49817836,2018-03-31
"FG0023",5116,"1000",25,2470993.93087915,2495703.87018794,2018-03-31
"FG0023",5116,"1000",23,2263394.28907286,2286028.23196358,2018-03-31
"FG0023",5116,"1000",15,1432995.72184771,1447325.67906619,2018-03-31
"FG0023",5116,"1000",6,498797.333719417,503785.307056612,2018-03-31
"FG0023",5116,"1000",15,1432995.72184771,1447325.67906619,2018-03-31
"FG0023",5116,"1000",16,1536795.54275085,1552163.49817836,2018-03-31
"FG0023",5116,"1000",10,913996.617331982,923136.583505302,2018-03-31
"FG0023",5116,"1000",21,2055794.64726657,2076352.59373923,2018-03-31
"FG0014",5116,"1000",20,1953942.06145369,1973481.48206822,2018-04-06
"FG0023",5117,"2100",5,383227.207138762,387059.479210149,2018-01-01
"FG0023",5117,"2100",1,-31972.0764738172,-32291.7972385554,2018-01-01
"FG0003",5117,"2100",16,1520794.41735655,1536002.36153012,2018-01-01
"FG0001",5117,"2100",2,52735.8161259294,53263.1742871887,2018-01-01
"FG0014",5117,"2100",10,902081.347567573,911102.161043249,2018-01-02
"FG0023",5117,"2100",4,279262.505757123,282055.130814694,2018-01-02
"FG0014",5117,"2100",5,383082.243051857,386913.065482375,2018-01-02
"FG0023",5117,"2100",0.25,-109986.822629675,-111086.690855972,2018-01-02
"FG0001",5117,"2100",1,-51228.8852557242,-51741.1741082814,2018-01-02
"FG0001",5117,"2100",2.35,88900.8729635328,89789.8816931681,2018-01-02
"FG0001",5117,"2100",0.65,-87558.8225718141,-88434.4107975322,2018-01-02
"FG0014",5117,"2100",16,1524880.27298644,1540129.07571631,2018-01-02
"FG0014",5117,"2100",10,901916.467089072,910935.631759963,2018-01-03
"FG0023",5117,"2100",1,-32301.8374308199,-32624.8558051281,2018-01-03
"FG0023",5117,"2100",2,71333.102993831,72046.4340237694,2018-01-04
"FG0023",5117,"2100",2,71333.102993831,72046.4340237694,2018-01-04
"FG0023",5117,"2100",2,71333.102993831,72046.4340237694,2018-01-04
"FG0023",5117,"2100",1,-32631.5983878225,-32957.9143717007,2018-01-05
"FG0003",5117,"2100",1,-36862.4181046188,-37231.042285665,2018-01-05
"FG0023",5117,"2100",5,382567.685224757,386393.362077004,2018-01-05
"FG0023",5117,"2100",6.25,512152.580875188,517274.10668394,2018-01-06
"FG0002",5117,"2100",2,71562.1079664528,72277.7290461174,2018-01-06
"FG0022",5117,"2100",2,43.4988662153482,43.9338548775017,2018-01-06
"FG0022",5117,"2100",1,-103756.322036937,-104793.885257306,2018-01-06
"FG0003",5117,"2100",5,377842.224072456,381620.646313181,2018-01-08
"FG0022",5117,"2100",1,-104086.08299394,-105126.943823879,2018-01-08
"FG0023",5117,"2100",3,174308.521504462,176051.606719506,2018-01-09
"FG0023",5117,"2100",2,70508.7006013244,71213.7876073377,2018-01-09
"FG0001",5117,"2100",2,51416.7722979188,51930.940020898,2018-01-09
"FG0014",5117,"2100",1,-33436.0843887329,-33770.4452326202,2018-01-10
"FG0014",5117,"2100",5,381763.199223846,385580.831216085,2018-01-10
"FG0002",5117,"2100",2,70902.5860524476,71611.611912972,2018-01-10
"FG0002",5117,"2100",1,-32897.2348507047,-33226.2071992117,2018-01-10
"FG0022",5117,"2100",3,103183.797855347,104215.635833901,2018-01-10
"FG0001",5117,"2100",3,155051.712722555,156602.22984978,2018-01-10
"FG0001",5117,"2100",6,466451.175431997,471115.687186317,2018-01-10
"FG0014",5117,"2100",1,-33436.0843887329,-33770.4452326202,2018-01-10
"FG0014",5117,"2100",4,277963.378320709,280743.012103916,2018-01-10
"FG0014",5117,"2100",5,381763.199223846,385580.831216085,2018-01-10
"FG0023",5117,"2100",2,70343.8201228231,71047.2583240513,2018-01-10
"FG0014",5117,"2100",3,174163.557417557,175905.192991732,2018-01-10
"FG0014",5117,"2100",1,-33436.0843887329,-33770.4452326202,2018-01-10
"FG0001",5117,"2100",8,674050.817238286,680791.325410669,2018-01-10
"FG0001",5117,"2100",2,51251.8918194175,51764.4107376117,2018-01-10
"FG0003",5117,"2100",10,896511.56763117,905476.683307482,2018-01-10
"FG0023",5117,"2100",5,381578.402353764,385394.186377301,2018-01-11
"FG0003",5117,"2100",2,65948.1199275404,66607.6011268158,2018-01-11
"FG0023",5117,"2100",1,-33620.8812588155,-33957.0900714037,2018-01-11
"FG0023",5117,"2100",0.5,-85685.6721888781,-86542.5289107668,2018-01-12
"FG0003",5117,"2100",0.5,-89916.4919056743,-90815.6568247311,2018-01-12
"FG0003",5117,"2100",2,65783.2394490391,66441.0718435295,2018-01-12
"FG0023",5117,"2100",7,589013.163681552,594903.295318367,2018-01-12
"FG0023",5117,"2100",4,277613.700972125,280389.837981846,2018-01-12
"FG0023",5117,"2100",5,380918.880439758,384728.069244156,2018-01-15
"FG0001",5117,"2100",3,154227.310330063,155769.583433364,2018-01-15
"FG0023",5117,"2100",5,380918.880439758,384728.069244156,2018-01-15
"FG0023",5117,"2100",1,-34280.4031728208,-34623.207204549,2018-01-15
"FG0003",5117,"2100",5,376688.060722962,380454.941330192,2018-01-15
"FG0023",5117,"2100",1.5,17619.5072787553,17795.7023515429,2018-01-15
"FG0023",5117,"2100",2,69354.5372518301,70048.0826243484,2018-01-16
"FG0022",5117,"2100",2,-1770.18639728427,-1787.88826125711,2018-01-17
"FG0022",5117,"2100",8,621028.739021584,627239.0264118,2018-01-17
"FG0001",5117,"2100",6,465297.012082502,469949.982203327,2018-01-17
"FG0014",5117,"2100",1,-34590.2477382272,-34936.1502156095,2018-01-17
"FG0003",5117,"2100",10,895192.523803174,904144.449041206,2018-01-18
"FG0023",5117,"2100",0.25,-112624.910285681,-113751.159388538,2018-01-18
"FG0022",5117,"2100",2,-1935.06687578559,-1954.41754454345,2018-01-18
"FG0023",5117,"2100",1,-34775.0446083248,-35122.795054408,2018-01-18
"FG0003",5117,"2100",5,376028.538808957,379788.824197046,2018-01-19
"FG0003",5117,"2100",7,583133.539179742,588964.87457154,2018-01-22
"FG0003",5117,"2100",3,167934.255567163,169613.598122835,2018-01-22
"FG0003",5117,"2100",5,375369.016894951,379122.707063901,2018-01-23
"FG0003",5117,"2100",5,375369.016894951,379122.707063901,2018-01-23
"FG0003",5117,"2100",3,167769.375088662,169447.068839549,2018-01-23
"FG0022",5117,"2100",10,827474.21747835,835748.959653133,2018-01-24
"FG0022",5117,"2100",2,-2924.34974679351,-2953.59324426144,2018-01-24
"FG0022",5117,"2100",4,204675.292059496,206722.044980091,2018-01-24
"FG0003",5117,"2100",14,1309402.52454475,1322496.54979019,2018-01-24
"FG0003",5117,"2100",13,1205602.70364161,1217658.73067802,2018-01-24
"FG0003",5117,"2100",10,894203.240932167,903145.273341488,2018-01-24
"FG0014",5117,"2100",8,690854.335234284,697762.878586627,2018-01-24
"FG0023",5117,"2100",4,275635.135230109,278391.48658241,2018-01-24
"FG0003",5117,"2100",5,375204.13641645,378956.177780615,2018-01-24
"FG0023",5117,"2100",3,171835.314326957,173553.667470226,2018-01-24
"FG0023",5117,"2100",5,379434.956133246,383229.305694579,2018-01-24
"FG0023",5117,"2100",1,-36094.0884363353,-36455.0293206987,2018-01-26
"FG0023",5117,"2100",5,378940.314697742,382729.71784472,2018-01-27
"FG0023",5117,"2100",4,274645.852359101,277392.310882692,2018-01-30
"FG0023",5117,"2100",1,-36753.6103503406,-37121.146453844,2018-01-30
"FG0001",5117,"2100",2,47954.282249406,48433.8250719,2018-01-30
"FG0001",5117,"2100",0.25,-133695.404331103,-135032.358374414,2018-01-30
"FG0023",5117,"2100",1,-36918.490828827,-37287.6757371153,2018-01-31
"FG0001",5117,"2100",14,1293387.25260864,1306321.12513473,2018-01-31
"FG0023",5117,"2100",4,274480.971880615,277225.781599421,2018-01-31
"FG0003",5117,"2100",5,374049.973066956,377790.472797625,2018-01-31
"FG0003",5117,"2100",12,1100648.71938896,1111655.20658285,2018-01-31
"FG0003",5117,"2100",9,789249.256679535,797141.74924633,2018-01-31
"FG0001",5117,"2100",2,47789.4017709196,48267.2957886288,2018-01-31
"FG0003",5117,"2100",10,893049.077582672,901979.568358499,2018-01-31
"FG0003",5117,"2100",16,1515848.00300154,1531006.48303156,2018-01-31
"FG0003",5117,"2100",8,685449.435776398,692303.930134162,2018-01-31
"FG0003",5117,"2100",7,581649.614873245,587466.111021978,2018-01-31
"FG0003",5117,"2100",4,270250.152163818,272952.653685457,2018-01-31
"FG0003",5117,"2100",1,-41149.3105456233,-41560.8036510795,2018-01-31
"FG0023",5117,"2100",2,69633.0511654913,70329.3816771463,2018-02-01
"FG0023",5117,"2100",4,277232.692971781,280005.019901499,2018-02-01
"FG0023",5117,"2100",5,381032.513874918,384842.839013667,2018-02-01
"FG0023",5117,"2100",2,69468.17068699,70162.8523938599,2018-02-02
"FG0023",5117,"2100",2,69468.17068699,70162.8523938599,2018-02-02
"FG0023",5117,"2100",3,173267.991590127,175000.671506029,2018-02-02
"FG0003",5117,"2100",4,272672.112297982,275398.833420962,2018-02-03
"FG0003",5117,"2100",1,-38727.3504114598,-39114.6239155744,2018-02-03
"FG0001",5117,"2100",1,-53918.2199550718,-54457.4021546225,2018-02-05
"FG0003",5117,"2100",10,895141.276759833,904092.689527431,2018-02-05
"FG0023",5117,"2100",3,172773.350154623,174501.08365617,2018-02-05
"FG0003",5117,"2100",3,168377.649959326,170061.426458919,2018-02-06
"FG0003",5117,"2100",3,168377.649959326,170061.426458919,2018-02-06
