"Material.group","Plant","Sales.Office","Billing.Qty.Base.UoM","Lower_Predicted_Value","Higher_Predicted_Value","Date"
"FG0001",5010,"1000",20,1961942.40722314,1981561.83129537,2018-01-31
"FG0023",5010,"2100",16,1544961.49368051,1560411.10861731,2018-01-31
"FG0001",5010,"2100",5,384071.535442516,387912.250796941,2018-01-31
"FG0014",5010,"2000",16,1546330.4499494,1561793.75444889,2018-01-31
"FG0014",5010,"3000",21,2056934.50310016,2077503.84813116,2018-01-31
"FG0023",5010,"2000",25,2480508.9216861,2505314.01090296,2018-01-31
"FG0001",5010,"1000",13,1235343.66090113,1247697.09751014,2018-01-31
"FG0023",5010,"1000",3,216437.380173087,218601.753974818,2018-01-31
"FG0014",5010,"2000",16,1546330.4499494,1561793.75444889,2018-01-31
"FG0014",5010,"2000",5,404532.420014814,408577.744214962,2018-01-31
"FG0001",5010,"1300",20,1970196.25726506,1989898.21983771,2018-01-31
"FG0014",5010,"2000",16,1546330.4499494,1561793.75444889,2018-01-31
"FG0014",5010,"2000",5,404532.420014814,408577.744214962,2018-01-31
"FG0001",5010,"2000",21,2046217.70977011,2066679.88686781,2018-01-31
"FG0002",5010,"2000",21,2065868.40400314,2086527.08804317,2018-01-31
"FG0002",5010,"1200",16,1570018.60147537,1585718.78749013,2018-01-31
"FG0014",5010,"1200",10,946680.826518476,956147.634783661,2018-01-31
"FG0014",5010,"1200",5,427681.72200276,431958.539222787,2018-01-31
"FG0001",5010,"2100",21,2044868.66989282,2065317.35659175,2018-01-31
"FG0002",5010,"1100",8,741181.749042705,748593.566533132,2018-01-31
"FG0001",5010,"2100",16,1525869.5653771,1541128.26103087,2018-01-31
"FG0014",5010,"1100",7,636843.078601524,643211.509387539,2018-01-31
"FG0014",5010,"1000",8,735456.401080415,742810.965091219,2018-01-31
"FG0002",5010,"1000",7,632195.429715291,638517.384012444,2018-01-31
"FG0002",5010,"1300",15,1470847.84698237,1485556.3254522,2018-01-31
"FG0003",5010,"2100",12,1125531.39035113,1136786.70425464,2018-01-31
"FG0002",5010,"1300",25,2508846.05601381,2533934.51657395,2018-01-31
"FG0001",5010,"2000",21,2046217.70977011,2066679.88686781,2018-01-31
"FG0014",5010,"2000",5,404532.420014814,408577.744214962,2018-01-31
"FG0001",5010,"2000",16,1527218.6052544,1542490.79130694,2018-01-31
"FG0023",5010,"1000",16,1565835.05191396,1581493.4024331,2018-01-31
"FG0023",5010,"2000",16,1546310.5335578,1561773.63889338,2018-01-31
"FG0023",5010,"4000",25,2481853.70018092,2506672.23718273,2018-01-31
"FG0023",5010,"1000",14,1358235.41010767,1371817.76420875,2018-01-31
"FG0023",5010,"2000",9.5,871611.697687373,880327.814664246,2018-01-31
"FG0003",5010,"2000",11.5,1074980.51977687,1085730.32497463,2018-01-31
"FG0023",5010,"1300",15,1470289.08105275,1484991.97186328,2018-01-31
"FG0014",5010,"1000",15,1462055.14740242,1476675.69887644,2018-01-31
"FG0014",5010,"2000",21,2065329.55446512,2085982.85000977,2018-01-31
"FG0023",5010,"1000",21,2084834.15642968,2105682.49799397,2018-01-31
"FG0023",5010,"2000",21,2065309.63807352,2085962.73445425,2018-01-31
"FG0014",5010,"4200",4,308410.19973442,311494.301731764,2018-01-31
"FG0023",5010,"2000",16,1546310.5335578,1561773.63889338,2018-01-31
"FG0014",5010,"4200",21,2073007.15508786,2093737.22663874,2018-01-31
"FG0023",5010,"2000",21,2065309.63807352,2085962.73445425,2018-01-31
"FG0003",5010,"2000",15.5,1490179.80338943,1505081.60142332,2018-01-31
"FG0023",5010,"2000",25,2480508.9216861,2505314.01090296,2018-01-31
"FG0014",5010,"2000",7.5,664031.972272679,670672.291995406,2018-01-31
"FG0023",5010,"2000",8,715911.966332659,723071.085995986,2018-01-31
"FG0023",5010,"1000",20,1981034.33552654,2000844.67888181,2018-01-31
"FG0014",5010,"1100",11,1052042.3622141,1062562.78583624,2018-01-31
"FG0002",5010,"1100",4,325982.465430126,329242.290084427,2018-01-31
"FG0023",5010,"1300",20.942,2087067.61685923,2107938.29302782,2018-01-31
"FG0002",5010,"2100",16,1545520.25961013,1560975.46220623,2018-01-31
"FG0014",5010,"2100",5,403183.380137518,407215.213938893,2018-01-31
"FG0002",5010,"2100",4,299922.408772409,302921.632860133,2018-01-31
"FG0014",5010,"2000",5,404532.420014814,408577.744214962,2018-01-31
"FG0014",5010,"2000",11.5,1079231.25588526,1090023.56844411,2018-01-31
"FG0023",5010,"2000",11,1027311.42904209,1037584.54333251,2018-01-31
"FG0023",5010,"1000",15,1462035.23101082,1476655.58332093,2018-01-31
"FG0014",5010,"2000",7.5,664031.972272679,670672.291995406,2018-01-31
"FG0014",5010,"2000",1,-10666.8635977656,-10773.5322337432,2018-01-31
"FG0001",5010,"2100",21,2044868.66989282,2065317.35659175,2018-01-31
"FG0023",5010,"2000",25,2480508.9216861,2505314.01090296,2018-01-31
"FG0002",5010,"1000",25,2500592.20597188,2525598.1280316,2018-01-31
"FG0002",5010,"1200",15,1466218.78057224,1480880.96837796,2018-01-31
"FG0002",5010,"1000",10,943594.892424718,953030.841348965,2018-01-31
"FG0014",5010,"1000",5,424056.938370973,428297.507754683,2018-01-31
"FG0023",5010,"4200",20,1969187.41779312,1988879.29197106,2018-01-31
"FG0023",5010,"4200",5,412190.104245961,416312.00528842,2018-01-31
"FG0002",5010,"2100",21,2064519.36412585,2085164.55776711,2018-01-31
"FG0003",5010,"2100",4,295132.823125988,298084.151357248,2018-01-31
"FG0014",5010,"1300",15,1470308.99744435,1485012.08741879,2018-01-31
"FG0001",5010,"2100",21,2044868.66989282,2065317.35659175,2018-01-31
"FG0003",5010,"4100",21,2069189.97968078,2089881.87947758,2018-01-31
"FG0001",5010,"1000",15,1442943.30270742,1457372.73573449,2018-01-31
"FG0014",5010,"1100",15,1467241.64582668,1481914.06228495,2018-01-31
"FG0023",5010,"2000",20,1961509.81717038,1981124.91534209,2018-01-31
"FG0023",5010,"2000",21,2065309.63807352,2085962.73445425,2018-01-31
"FG0023",5010,"2000",21,2065309.63807352,2085962.73445425,2018-01-31
"FG0023",5010,"2000",25,2480508.9216861,2505314.01090296,2018-01-31
"FG0002",5010,"3000",5,396676.218187883,400642.980369762,2018-01-31
"FG0001",5010,"3000",6,480825.344858006,485633.598306586,2018-01-31
"FG0002",5010,"1200",3,220620.929734498,222827.139031843,2018-01-31
"FG0014",5010,"1200",2,116282.259293333,117445.081886266,2018-01-31
"FG0014",5010,"1200",2,116282.259293333,117445.081886266,2018-01-31
"FG0003",5010,"1200",5,423430.985894367,427665.295753311,2018-01-31
"FG0003",5010,"3000",1,-23312.6510711163,-23545.7775818275,2018-01-31
"FG0001",5010,"1200",5,408569.877307758,412655.576080835,2018-01-31
"FG0002",5010,"1000",15,1462593.99694045,1477219.93690985,2018-01-31
"FG0014",5010,"3000",10,915136.473165572,924287.837897227,2018-01-31
"FG0014",5010,"2100",8,714582.84284696,721728.671275429,2018-01-31
"FG0023",5010,"2100",8,714562.926455364,721708.555719917,2018-01-31
"FG0001",5010,"2000",16,1527218.6052544,1542490.79130694,2018-01-31
"FG0002",5010,"1300",20,1989846.95149809,2009745.42101307,2018-01-31
"FG0001",5010,"1000",15,1442943.30270742,1457372.73573449,2018-01-31
"FG0001",5010,"4200",21,2053895.31039286,2074434.26349679,2018-01-31
"FG0001",5010,"1000",25,2480941.51173885,2505750.92685624,2018-01-31
"FG0001",5010,"1000",15,1442943.30270742,1457372.73573449,2018-01-31
"FG0001",5010,"2100",21,2044868.66989282,2065317.35659175,2018-01-31
"FG0001",5010,"2100",5,384071.535442516,387912.250796941,2018-01-31
"FG0023",5010,"2000",21,2065309.63807352,2085962.73445425,2018-01-31
"FG0001",5010,"2000",16,1527218.6052544,1542490.79130694,2018-01-31
"FG0023",5010,"1000",15,1462035.23101082,1476655.58332093,2018-01-31
"FG0001",5010,"2100",16,1525869.5653771,1541128.26103087,2018-01-31
"FG0001",5010,"2000",6,489220.396222964,494112.600185194,2018-01-31
"FG0002",5010,"2000",10,924070.374068558,933311.077809244,2018-01-31
"FG0001",5010,"2000",16,1527218.6052544,1542490.79130694,2018-01-31
"FG0001",5010,"1100",5,410131.592100233,414232.908021235,2018-01-31
"FG0023",5010,"1100",13,1259622.0876288,1272218.30850508,2018-01-31
"FG0001",5010,"1100",2,98732.129390806,99719.450684714,2018-01-31
"FG0023",5010,"2000",21,2065309.63807352,2085962.73445425,2018-01-31
"FG0001",5010,"2100",12,1110670.28176452,1121776.98458217,2018-01-31
"FG0001",5010,"2100",4,280271.714539379,283074.431684773,2018-01-31
"FG0001",5010,"4200",21,2053895.31039286,2074434.26349679,2018-01-31
"FG0023",5010,"1300",10,951289.976537019,960802.876302389,2018-01-31
"FG0003",5010,"1300",10,947059.156820223,956529.748388425,2018-01-31
"FG0014",5010,"2100",21,2063980.51458782,2084620.3197337,2018-01-31
"FG0002",5010,"2000",16,1546869.29948743,1562337.9924823,2018-01-31
"FG0001",5010,"2000",4,281620.754416674,284436.961960841,2018-01-31
"FG0023",5010,"2000",25,2480508.9216861,2505314.01090296,2018-01-31
"FG0001",5010,"2100",25,2460067.9535054,2484668.63304045,2018-01-31
"FG0014",5010,"1100",5,429243.436795235,433535.871163187,2018-01-31
"FG0002",5010,"1100",10,948781.390848979,958269.204757469,2018-01-31
"FG0003",5010,"4200",21,2068756.41897947,2089443.98316926,2018-01-31
"FG0023",5010,"2000",25,2480508.9216861,2505314.01090296,2018-01-31
"FG0014",5010,"2000",16,1546330.4499494,1561793.75444889,2018-01-31
"FG0014",5010,"1000",15,1462055.14740242,1476675.69887644,2018-01-31
"FG0014",5010,"2000",21,2065329.55446512,2085982.85000977,2018-01-31
"FG0014",5010,"2100",5,403183.380137518,407215.213938893,2018-01-31
"FG0001",5010,"2000",16,1527218.6052544,1542490.79130694,2018-01-31
"FG0003",5010,"2100",11,1021731.56944799,1031948.88514247,2018-01-31
"FG0023",5010,"1000",15,1462035.23101082,1476655.58332093,2018-01-31
"FG0023",5010,"2000",17,1650110.35446094,1666611.45800555,2018-01-31
"FG0001",5010,"1300",5,413198.943717897,417330.933155076,2018-01-31
"FG0023",5010,"2000",4,300712.68272008,303719.809547281,2018-01-31
"FG0002",5010,"1300",11,1055648.5633698,1066205.04900349,2018-01-31
"FG0003",5010,"1300",10,947059.156820223,956529.748388425,2018-01-31
"FG0023",5010,"1300",5,432290.872021303,436613.780741516,2018-01-31
"FG0001",5010,"2100",21,2044868.66989282,2065317.35659175,2018-01-31
"FG0003",5010,"1300",10,947059.156820223,956529.748388425,2018-01-31
"FG0003",5010,"1300",1,12860.7686919272,12989.3763788465,2018-01-31
"FG0001",5010,"1300",4,309399.12281476,312493.114042907,2018-01-31
"FG0002",5010,"2100",16,1545520.25961013,1560975.46220623,2018-01-31
"FG0023",5010,"1000",15,1462035.23101082,1476655.58332093,2018-01-31
"FG0002",5010,"2100",2,92322.7669661194,93245.9946357806,2018-01-31
"FG0001",5010,"2100",3,176471.893636227,178236.612572589,2018-01-31
"FG0003",5010,"1100",15,1462990.90971829,1477620.81881547,2018-01-31
"FG0001",5010,"2000",14,1319618.96344811,1332815.15308259,2018-01-31
"FG0002",5010,"2100",2,92322.7669661194,93245.9946357806,2018-01-31
"FG0003",5010,"2000",2,88882.2211969942,89771.0434089641,2018-01-31
"FG0001",5010,"2000",5,385420.575319812,389274.78107301,2018-01-31
"FG0023",5010,"2000",21,2065309.63807352,2085962.73445425,2018-01-31
"FG0001",5010,"2100",21,2044868.66989282,2065317.35659175,2018-01-31
"FG0023",5010,"2100",21,2063960.59819622,2084600.20417819,2018-01-31
"FG0001",5010,"2100",1,-31127.7481700629,-31439.0256517635,2018-01-31
"FG0001",5010,"2100",4,280271.714539379,283074.431684773,2018-01-31
"FG0001",5010,"2100",16,1525869.5653771,1541128.26103087,2018-01-31
"FG0003",5010,"2000",14,1334480.07203472,1347824.87275506,2018-01-31
"FG0003",5010,"2000",7,607881.325712711,613960.138969838,2018-01-31
"FG0001",5010,"2100",16,1525869.5653771,1541128.26103087,2018-01-31
"FG0003",5010,"4100",16,1550190.87516506,1565692.78391671,2018-01-31
"FG0023",5010,"2000",21,2065309.63807352,2085962.73445425,2018-01-31
"FG0001",5010,"1300",15,1451197.15274934,1465709.12427684,2018-01-31
"FG0023",5010,"1000",15,1462035.23101082,1476655.58332093,2018-01-31
"FG0023",5010,"1000",20,1981034.33552654,2000844.67888181,2018-01-31
"FG0002",5010,"2000",8,716470.732262284,723635.439584906,2018-01-31
"FG0023",5010,"2000",13,1234911.07084838,1247260.18155686,2018-01-31
"FG0023",5010,"2000",20,1961509.81717038,1981124.91534209,2018-01-31
"FG0023",5010,"2000",20,1961509.81717038,1981124.91534209,2018-01-31
"FG0023",5010,"1300",21,2093088.0064716,2114018.88653632,2018-01-31
"FG0023",5010,"1300",4,328491.051118165,331775.961629347,2018-01-31
"FG0023",5010,"1000",15,1462035.23101082,1476655.58332093,2018-01-31
"FG0014",5010,"2000",16,1546330.4499494,1561793.75444889,2018-01-31
"FG0001",5010,"2000",16,1527218.6052544,1542490.79130694,2018-01-31
"FG0014",5010,"1000",5,424056.938370973,428297.507754683,2018-01-31
"FG0002",5010,"1000",10,943594.892424718,953030.841348965,2018-01-31
"FG0001",5010,"1300",1,-2000.33989468217,-2020.34329362899,2018-01-31
"FG0001",5010,"1300",14,1347397.33184619,1360871.30516465,2018-01-31
"FG0002",5010,"2100",5,403722.229675546,407759.451972302,2018-01-31
"FG0014",5010,"2100",16,1544981.4100721,1560431.22417282,2018-01-31
"FG0014",5010,"2000",21,2065329.55446512,2085982.85000977,2018-01-31
"FG0014",5010,"2000",21,2065329.55446512,2085982.85000977,2018-01-31
"FG0023",5010,"1000",21,2084834.15642968,2105682.49799397,2018-01-31
"FG0003",5010,"1000",15,1457804.41129403,1472382.45540697,2018-01-31
"FG0001",5010,"1200",15,1446568.08633921,1461033.7672026,2018-01-31
"FG0002",5010,"1300",5,432849.637950927,437178.134330436,2018-01-31
"FG0003",5010,"1300",5,428060.052304506,432340.652827551,2018-01-31
"FG0002",5010,"1300",15,1470847.84698237,1485556.3254522,2018-01-31
"FG0003",5010,"1300",10,947059.156820223,956529.748388425,2018-01-31
"FG0023",5010,"1000",12,1150635.76830138,1162142.1259844,2018-01-31
"FG0002",5010,"2100",16,1545520.25961013,1560975.46220623,2018-01-31
"FG0014",5010,"1000",4,320257.117467836,323459.688642514,2018-01-31
"FG0014",5010,"2100",3,195583.738331228,197539.575714541,2018-01-31
"FG0001",5010,"1300",15,1451197.15274934,1465709.12427684,2018-01-31
"FG0002",5010,"2100",2,92322.7669661194,93245.9946357806,2018-01-31
"FG0003",5010,"1300",5,428060.052304506,432340.652827551,2018-01-31
"FG0001",5010,"2100",4,280271.714539379,283074.431684773,2018-01-31
"FG0002",5010,"1100",15,1467780.49536471,1482458.30031836,2018-01-31
"FG0003",5010,"2000",21,2061078.81835672,2081689.60654029,2018-01-31
"FG0001",5010,"2000",20,1942417.88886698,1961842.06775565,2018-01-31
"FG0001",5010,"4200",10,912097.280458272,921218.253262854,2018-01-31
"FG0001",5010,"2000",6,489220.396222964,494112.600185194,2018-01-31
"FG0001",5010,"4200",1,-22101.107670024,-22322.1187467243,2018-01-31
"FG0023",5010,"2000",14.893,1431404.13181803,1445718.17313621,2018-01-31
"FG0001",5010,"4200",10,912097.280458272,921218.253262854,2018-01-31
"FG0003",5010,"3000",16,1533684.66247605,1549021.50910081,2018-01-31
"FG0003",5010,"2000",21,2061078.81835672,2081689.60654029,2018-01-31
"FG0001",5010,"1300",12,1139797.6900399,1151195.6669403,2018-01-31
"FG0001",5010,"1300",3,205599.301911607,207655.294930723,2018-01-31
"FG0014",5010,"1300",15,1470308.99744435,1485012.08741879,2018-01-31
"FG0002",5010,"1300",3.5,277149.906596214,279921.405662176,2018-01-31
"FG0002",5010,"1300",6.5,588549.36930564,594434.862998697,2018-01-31
"FG0001",5010,"4100",6,497331.557547018,502304.873122488,2018-01-31
"FG0023",5010,"4100",12,1139222.41126928,1150614.63538197,2018-01-31
"FG0002",5010,"4100",3,205582.789070606,207638.616961312,2018-01-31
"FG0023",5010,"1000",8,735436.484688818,742790.849535707,2018-01-31
"FG0001",5010,"4100",4,289731.915740728,292629.234898136,2018-01-31
"FG0002",5010,"1000",7,632195.429715291,638517.384012444,2018-01-31
"FG0001",5010,"4100",13,1223930.30386902,1236169.60690771,2018-01-31
"FG0003",5010,"4100",4,304593.024327338,307638.954570611,2018-01-31
"FG0003",5010,"2000",16,1542079.71384101,1557500.51097942,2018-01-31
"FG0001",5010,"2000",16,1527218.6052544,1542490.79130694,2018-01-31
"FG0023",5010,"1000",1,8837.73836679757,8926.11575046554,2018-01-31
"FG0014",5010,"1000",11,1046855.86378984,1057324.42242774,2018-01-31
"FG0002",5010,"1000",4,320795.967005864,324003.926675922,2018-01-31
"FG0001",5010,"2000",21,2046217.70977011,2066679.88686781,2018-01-31
"FG0001",5010,"2100",21,2044868.66989282,2065317.35659175,2018-01-31
"FG0014",5010,"2000",21,2065329.55446512,2085982.85000977,2018-01-31
"FG0003",5010,"4000",9,816825.74601382,824994.003473958,2018-01-31
"FG0014",5010,"4000",1.5,42577.8253486305,43003.6036021169,2018-01-31
"FG0023",5010,"4000",10.5,976756.29708533,986523.860056183,2018-01-31
"FG0001",5010,"4200",25,2469094.59400544,2493785.53994549,2018-01-31
"FG0023",5010,"1000",20,1981034.33552654,2000844.67888181,2018-01-31
"FG0023",5010,"4100",7,620223.306753561,626425.539821096,2018-01-31
"FG0023",5010,"4100",14,1346822.05307557,1360290.27360632,2018-01-31
"FG0023",5010,"1000",16,1565835.05191396,1581493.4024331,2018-01-31
"FG0014",5010,"1300",5,432310.788412899,436633.896297028,2018-01-31
"FG0002",5010,"1300",2,121450.1752415,122664.676993915,2018-01-31
"FG0003",5010,"1000",15,1457804.41129403,1472382.45540697,2018-01-31
"FG0001",5010,"1300",16,1554996.97365248,1570546.94338901,2018-01-31
"FG0002",5010,"1300",4,329049.81704779,332340.315218268,2018-01-31
"FG0002",5010,"1300",5,432849.637950927,437178.134330436,2018-01-31
"FG0001",5010,"2100",21,2044868.66989282,2065317.35659175,2018-01-31
"FG0001",5010,"2100",16,1525869.5653771,1541128.26103087,2018-01-31
"FG0001",5010,"2100",4,280271.714539379,283074.431684773,2018-01-31
"FG0001",5010,"2000",16,1527218.6052544,1542490.79130694,2018-01-31
"FG0001",5010,"2000",5,385420.575319812,389274.78107301,2018-01-31
"FG0001",5010,"4100",10,912530.841159582,921656.149571178,2018-01-31
"FG0014",5010,"4100",1,-2555.70227371156,-2581.25929644868,2018-01-31
"FG0001",5010,"4100",5,393531.736643866,397467.054010304,2018-01-31
"FG0014",5010,"1000",15,1462055.14740242,1476675.69887644,2018-01-31
"FG0002",5010,"1000",13,1254994.35513416,1267544.2986855,2018-01-31
"FG0001",5010,"2100",13,1214470.10266767,1226614.80369435,2018-01-31
"FG0001",5010,"2100",12,1110670.28176452,1121776.98458217,2018-01-31
"FG0023",5010,"2000",18,1753910.17536409,1771449.27711773,2018-01-31
"FG0003",5010,"2000",3,192682.042100132,194608.862521133,2018-01-31
"FG0003",5010,"4100",12,1134991.59155248,1146341.50746801,2018-01-31
"FG0001",5010,"4100",4,289731.915740728,292629.234898136,2018-01-31
"FG0001",5010,"4100",5,393531.736643866,397467.054010304,2018-01-31
"FG0003",5010,"2000",15,1438279.89293787,1452662.69186725,2018-01-31
"FG0001",5010,"2100",12,1110670.28176452,1121776.98458217,2018-01-31
"FG0001",5010,"2100",13,1214470.10266767,1226614.80369435,2018-01-31
"FG0003",5010,"2100",21,2062316.61909209,2082939.78528301,2018-02-02
"FG0003",5010,"2100",21,2062316.61909209,2082939.78528301,2018-02-02
"FG0003",5010,"2100",16,1543317.51457638,1558750.68972214,2018-02-02
"FG0001",5010,"2100",25,2462654.79411806,2487281.34205924,2018-02-02
"FG0014",5010,"2100",21,2066567.35520048,2087233.02875249,2018-02-02
"FG0001",5010,"2100",26,2566454.6150212,2592119.16117141,2018-02-02
"FG0023",5010,"2000",16,1548897.37417047,1564386.34791217,2018-02-02
"FG0002",5010,"2100",28.5,2845604.86151209,2874060.91012722,2018-02-02
"FG0001",5010,"2100",26,2566454.6150212,2592119.16117141,2018-02-02
"FG0002",5010,"2000",16,1549456.14010009,1564950.70150109,2018-02-02
"FG0001",5010,"2100",25,2462654.79411806,2487281.34205924,2018-02-02
"FG0023",5010,"2000",21,2067896.47868618,2088575.44347305,2018-02-02
